Treatment,Segment ID,Council District,Street Name,Segment Length,Segment Width,Lane Miles,PROJECT_ID,Most Recent Inspection Grade,Most Recent Inspection Year,Functional Class,Days Since Last Maintenance,Number of SLCT6 events,Number of SLCT5 events,Number of SLURRY events,Number of PMOL events,Number of STROL events,Number of CRCKSL events,Number of SLRYCDS events,Number of LUSLCT5 events,Number of FSMOL events,Number of RC-COL events,Number of RH-FDR events,Number of RH-MED events,Number of TRMSS events,Number of LUSLCT6 events,Number of ZPLUOL events,Total Maintenance Events,Number of traffic incidents
SLRYCDS,2034634,5.0,KANGAROO LN,231,27.0,0.12,39662,D,2022.0,Residential,2690,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
SLURRY,2031663,10.0,OAKMOUNTAIN CIR,276,27.0,0.14,27772,C,2020.0,Residential,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLURRY,2027153,8.0,ROXBURY LN,205,25.0,0.1,27367,B,2022.0,Residential,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLURRY,2027164,8.0,ROXBURY LN,620,25.0,0.29,27367,C,2022.0,Residential,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLURRY,2035015,8.0,ROXBURY LN,154,25.0,0.07,27367,D,2022.0,Residential,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLURRY,2035066,8.0,ANSELM CT,247,27.1,0.13,27308,C,2022.0,Residential,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLURRY,2027243,8.0,DAHLGREEN AVE,677,28.0,0.36,27325,A,2022.0,Collector,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLURRY,2027250,8.0,DAHLGREEN AVE,324,28.0,0.18,27325,B,2022.0,Collector,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLURRY,2042010,8.0,DAHLGREEN AVE,1278,28.0,0.68,27325,B,2022.0,Collector,2726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
PMOL,2017779,1.0,20TH ST E,309,27.0,0.16,26587,F,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017788,1.0,20TH ST E,314,27.0,0.16,26587,C,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017804,1.0,20TH ST E,315,27.0,0.16,26587,B,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017814,1.0,20TH ST E,319,27.0,0.16,26587,C,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017831,1.0,20TH ST E,316,27.0,0.16,26587,F,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017837,1.0,20TH ST E,313,27.0,0.16,26587,B,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017851,1.0,20TH ST E,310,27.0,0.16,26587,C,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2017864,1.0,20TH ST E,330,27.0,0.17,26587,C,2021.0,Residential,2726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
STROL,2017623,1.0,CHESTNUT AVE,365,37.0,0.26,26646,D,2021.0,Collector,2725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,67
STROL,2017696,1.0,CHESTNUT AVE,367,37.0,0.26,26646,C,2021.0,Collector,2725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,67
STROL,2017768,1.0,CHESTNUT AVE,385,37.0,0.27,26646,B,2021.0,Collector,2725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,67
STROL,2017834,1.0,CHESTNUT AVE,370,37.0,0.26,26646,B,2021.0,Collector,2725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,67
SLURRY,2048631,8.0,MITRA DR,456,28.0,0.24,27349,A,2022.0,Residential,2724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLURRY,2048632,8.0,MITRA DR,754,28.0,0.39,27349,A,2022.0,Residential,2724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLURRY,2048633,8.0,MITRA DR,508,28.0,0.26,27349,B,2022.0,Residential,2724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLURRY,3295470,8.0,MITRA DR,1052,28.0,0.56,27349,A,2022.0,Residential,2724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLURRY,3295572,8.0,MITRA DR,1407,28.0,0.75,27349,A,2022.0,Residential,2724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
PMOL,2017556,1.0,ALEXANDER AVE,464,37.0,0.32,26612,C,2021.0,Residential,2724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15
PMOL,2017664,1.0,ALEXANDER AVE,603,37.0,0.42,26612,B,2021.0,Residential,2724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15
PMOL,2017731,1.0,ALEXANDER AVE,394,37.0,0.28,26612,C,2021.0,Residential,2724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15
PMOL,2019486,3.0,5TH ST E,497,41.0,0.39,25026,A,2021.0,Collector,2722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019512,3.0,5TH ST E,639,41.0,0.5,25026,C,2021.0,Collector,2722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019521,3.0,5TH ST E,248,41.0,0.19,25026,B,2021.0,Collector,2722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019569,3.0,5TH ST E,1082,34.0,0.7,25026,A,2021.0,Collector,2722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019592,3.0,5TH ST E,554,34.0,0.36,25026,A,2021.0,Collector,2722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2021147,5.0,TOOMEY RD,1375,27.0,0.7,22464,B,2021.0,Collector,2712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34
PMOL,2021156,5.0,TOOMEY RD,371,27.0,0.18,22464,C,2021.0,Collector,2712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,34
PMOL,2019461,3.0,4TH ST E,327,27.0,0.17,25023,B,2021.0,Residential,2711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019475,3.0,4TH ST E,332,27.0,0.17,25023,A,2021.0,Residential,2711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2041290,3.0,4TH ST E,713,34.0,0.46,25023,A,2021.0,Residential,2711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019398,3.0,4TH ST E,447,27.0,0.23,26602,B,2021.0,Residential,2711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020417,10.0,BRIDLE PATH,493,27.0,0.25,25052,A,2021.0,Collector,2709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
PMOL,2020463,10.0,BRIDLE PATH,372,27.0,0.19,25052,C,2021.0,Collector,2709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
PMOL,2040860,10.0,BRIDLE PATH,430,27.0,0.22,25052,B,2021.0,Collector,2709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
SLCT6,2030494,7.0,PLUTO LN,192,27.0,0.1,28486,C,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005675,7.0,TRANSIT CIR,505,27.0,0.25,28648,B,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005693,7.0,TRANSIT CIR,502,27.0,0.25,28648,C,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005728,7.0,TRANSIT CIR,614,27.0,0.32,28648,B,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005637,7.0,EUROPA LN,232,27.0,0.09,28167,F,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2005680,7.0,EUROPA LN,596,27.0,0.3,28167,A,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2030482,7.0,GANYMEDE CT,203,27.0,0.1,28206,D,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005686,7.0,CALLISTO TER,421,27.0,0.21,28012,B,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005703,7.0,CALLISTO TER,364,27.0,0.18,28012,D,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030495,7.0,RHEA CT,487,27.0,0.25,28521,B,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030502,7.0,ANDROMEDA CV,338,27.0,0.17,27897,C,2020.0,Residential,2706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030516,7.0,PHOEBE CT,332,27.0,0.17,28477,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030525,7.0,TERRA NOVA LN,604,27.0,0.3,28635,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2038981,7.0,GANYMEDE DR,595,27.0,0.3,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2039066,7.0,GANYMEDE DR,1004,27.0,0.51,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005638,7.0,GANYMEDE DR,758,27.0,0.38,28207,A,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005669,7.0,GANYMEDE DR,366,27.0,0.19,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005681,7.0,GANYMEDE DR,269,27.0,0.14,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005694,7.0,GANYMEDE DR,261,27.0,0.13,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005706,7.0,GANYMEDE DR,258,27.0,0.13,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005729,7.0,GANYMEDE DR,343,27.0,0.17,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005735,7.0,GANYMEDE DR,257,27.0,0.11,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005743,7.0,GANYMEDE DR,362,27.0,0.18,28207,F,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005755,7.0,GANYMEDE DR,302,27.0,0.16,28207,D,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005767,7.0,GANYMEDE DR,308,27.0,0.16,28207,B,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005781,7.0,GANYMEDE DR,311,27.0,0.16,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2005792,7.0,GANYMEDE DR,365,27.0,0.18,28207,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2039030,7.0,SIDEREAL DR,1154,27.0,0.59,28576,B,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005754,7.0,SIDEREAL DR,563,27.0,0.28,28576,C,2020.0,Residential,2705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020854,9.0,10TH ST W,192,27.0,0.1,24985,D,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020873,9.0,10TH ST W,327,27.0,0.17,24985,F,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020881,9.0,10TH ST W,140,27.0,0.07,24985,F,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020892,9.0,10TH ST W,343,27.0,0.18,24985,A,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020841,9.0,10TH ST W,43,27.0,0.02,24985,C,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2021527,9.0,10TH ST W,325,27.0,0.17,24985,C,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020836,9.0,10TH ST W,323,27.0,0.17,24985,B,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020816,9.0,10TH ST W,179,27.0,0.09,24985,B,2021.0,Residential,2705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005889,7.0,TURTLEBACK LN,1131,27.0,0.57,28658,B,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006052,7.0,BROWN BARK PL,684,27.0,0.35,27988,A,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005787,7.0,MARBLEHEAD DR,236,27.0,0.13,28367,B,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005806,7.0,MARBLEHEAD DR,373,27.0,0.18,28367,B,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005826,7.0,MARBLEHEAD DR,543,27.0,0.27,28367,B,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3306555,7.0,ENCHANTED FOREST DR,800,28.0,0.42,28156,A,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2030530,7.0,ENCHANTED FOREST DR,661,27.0,0.06,28156,A,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,3306545,7.0,MISS JULIE LN,590,28.0,0.31,28391,B,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2039108,7.0,BEDROCK TRL,878,27.0,0.45,27942,C,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030572,7.0,ABELIA DR,355,27.0,0.18,27873,C,2020.0,Residential,2704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2020326,9.0,ETHRIDGE AVE,345,27.0,0.18,29016,D,2021.0,Residential,2704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2047058,9.0,10TH ST W,445,27.0,0.32,39791,C,2021.0,Residential,2704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2039126,7.0,PELHAM DR,767,27.0,0.39,28469,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2005871,7.0,PELHAM DR,764,27.0,0.39,28469,B,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2005898,7.0,PELHAM DR,387,27.0,0.2,28469,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2005915,7.0,PELHAM DR,315,27.0,0.16,28469,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2005801,7.0,HAWKHAVEN LN,255,27.0,0.13,28259,C,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005804,7.0,HAWKHAVEN LN,166,27.0,0.08,28259,B,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005815,7.0,HAWKHAVEN LN,191,27.0,0.1,28259,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005827,7.0,HAWKHAVEN LN,220,27.0,0.12,28259,B,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005888,7.0,HAWKHAVEN LN,307,27.0,0.15,28259,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005891,7.0,HAWKHAVEN LN,923,27.0,0.47,28259,C,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030593,7.0,DORSETT OAKS CIR,218,27.0,0.12,28131,D,2022.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2039137,7.0,ARROWWOOD DR,514,27.0,0.26,27913,B,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2006015,7.0,ARROWWOOD DR,254,27.0,0.13,27913,D,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2006051,7.0,ARROWWOOD DR,335,27.0,0.17,27913,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2006108,7.0,ARROWWOOD DR,484,27.0,0.25,27913,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2006118,7.0,ARROWWOOD DR,399,27.0,0.2,27913,A,2020.0,Residential,2703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PMOL,2015708,10.0,SHOALWOOD AVE,447,27.0,0.23,24095,A,2021.0,Residential,2702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
PMOL,2015630,10.0,SHOALWOOD AVE,442,27.0,0.23,24095,A,2021.0,Residential,2702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
PMOL,2015475,7.0,SHOALWOOD AVE,559,27.0,0.29,24095,F,2021.0,Residential,2702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
PMOL,2015395,7.0,SHOALWOOD AVE,545,27.0,0.28,24095,D,2021.0,Residential,2702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2030622,7.0,FREMONT CV,401,27.0,0.21,28198,D,2020.0,Residential,2702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006152,7.0,YUCATAN LN,762,27.0,0.38,28727,C,2020.0,Residential,2702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030614,7.0,CARMEL PARK LN,316,27.0,0.17,28025,F,2020.0,Residential,2702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006270,7.0,CARMEL PARK LN,745,27.0,0.37,28025,C,2020.0,Residential,2702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030526,7.0,DORSETT RD,614,28.0,0.33,28134,A,2020.0,Residential,2702,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
SLCT6,3306554,7.0,DORSETT RD,278,28.0,0.14,28134,A,2020.0,Residential,2702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
SLCT6,2006130,7.0,PAMONA DR,298,27.0,0.14,28455,B,2020.0,Residential,2702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019502,3.0,BROADWAY,347,27.0,0.18,39793,F,2021.0,Residential,2178,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
SLCT6,2006016,7.0,EVEREST LN,871,27.0,0.44,28169,B,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006028,7.0,EVEREST LN,288,27.0,0.15,28169,C,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006100,7.0,EVEREST LN,1240,27.0,0.63,28169,B,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006115,7.0,HARCOURT DR,875,27.0,0.44,28249,B,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006154,7.0,HARCOURT DR,366,27.0,0.19,28249,C,2022.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006066,7.0,KILGORE LN,1240,27.0,0.63,28308,B,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005975,7.0,CAVERN SPRINGS RD,384,27.0,0.2,28030,C,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030564,7.0,CHARLEMAGNE CT,467,27.0,0.23,28038,C,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2026113,8.0,COMANCHE CREEK DR,466,27.0,0.24,28073,A,2021.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2026106,8.0,CONCHO CREEK BND,291,27.0,0.15,28075,A,2021.0,Collector,2699,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT5,2026107,8.0,CONCHO CREEK BND,723,27.0,0.07,28075,A,2021.0,Collector,2699,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT5,2026108,8.0,CONCHO CREEK BND,170,27.0,0.09,28075,C,2021.0,Collector,2699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2026109,8.0,CONCHO CREEK BND,273,27.0,0.14,28075,B,2021.0,Collector,2699,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT5,2026110,8.0,CONCHO CREEK BND,145,27.0,0.37,28075,C,2021.0,Collector,2699,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT5,2026252,8.0,CONCHO CREEK BND,197,27.0,0.1,28075,B,2021.0,Collector,2699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2030573,7.0,MEUSE CV,183,27.0,0.1,28385,D,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2033718,8.0,QUICK WATER CV,234,27.0,0.12,28500,F,2021.0,Residential,2699,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT6,2006151,7.0,SAXONY LN,351,27.0,0.17,28559,C,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2006209,7.0,SAXONY LN,601,27.0,0.31,28559,C,2020.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034720,8.0,APACHE CREEK CV,492,27.0,0.25,27902,B,2021.0,Residential,2699,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT6,2026104,8.0,BANDERA CREEK TRL,567,27.0,0.29,27932,A,2021.0,Residential,2699,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SLCT6,2026105,8.0,BANDERA CREEK TRL,315,27.0,0.16,27932,A,2021.0,Residential,2699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2015731,10.0,42ND ST W,301,27.0,0.15,25017,C,2021.0,Residential,2699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2015760,10.0,42ND ST W,319,27.0,0.16,25017,B,2021.0,Residential,2699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2015786,10.0,42ND ST W,328,27.0,0.17,25017,C,2021.0,Residential,2699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021574,8.0,TRADING BND,498,27.0,0.25,28647,C,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021575,8.0,TRADING BND,196,27.0,0.1,28647,D,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021576,8.0,TRADING BND,333,27.0,0.17,28647,B,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021577,8.0,TRADING BND,354,27.0,0.18,28647,C,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021548,8.0,CRYSTAL WATER DR,313,27.0,0.16,28098,C,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021549,8.0,CRYSTAL WATER DR,292,27.0,0.15,28098,C,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021550,8.0,CRYSTAL WATER DR,538,27.0,0.28,28098,B,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021551,8.0,CRYSTAL WATER DR,194,27.0,0.1,28098,A,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2021552,8.0,CRYSTAL WATER DR,292,27.0,0.15,28098,B,2021.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005858,7.0,CUMBRIA LN,454,27.0,0.24,28101,A,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005865,7.0,CUMBRIA LN,294,27.0,0.16,28101,C,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005882,7.0,CUMBRIA LN,309,27.0,0.15,28101,A,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005913,7.0,CUMBRIA LN,400,27.0,0.2,28101,A,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005955,7.0,CUMBRIA LN,405,27.0,0.21,28101,A,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005960,7.0,DAUPHINE DR,292,27.0,0.15,28115,A,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005978,7.0,DAUPHINE DR,327,27.0,0.16,28115,B,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2005989,7.0,DAUPHINE DR,535,27.0,0.27,28115,A,2020.0,Residential,2698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
