Street Name,Segment ID,From Limit Street,To Limit Street,Maintenance Dates,Treatments,Street_Condition_2018.0,Street_Condition_2020.0,Street_Condition_2022.0,Street_Condition_2021.0,Street_Condition_2019.0,Street_Condition_2017.0,Street_Condition_2013.0,Street Name_2018.0,Street Name_2020.0,Street Name_2022.0,Street Name_2021.0,Street Name_2019.0,Street Name_2017.0,Street Name_2013.0,From Limit Street_2018.0,From Limit Street_2020.0,From Limit Street_2022.0,From Limit Street_2021.0,From Limit Street_2019.0,From Limit Street_2017.0,From Limit Street_2013.0,To Limit Street_2018.0,To Limit Street_2020.0,To Limit Street_2022.0,To Limit Street_2021.0,To Limit Street_2019.0,To Limit Street_2017.0,To Limit Street_2013.0,Functional Class_2018.0,Functional Class_2020.0,Functional Class_2022.0,Functional Class_2021.0,Functional Class_2019.0,Functional Class_2017.0,Functional Class_2013.0,Final_Grade_2018.0,Final_Grade_2020.0,Final_Grade_2022.0,Final_Grade_2021.0,Final_Grade_2019.0,Final_Grade_2017.0,Final_Grade_2013.0,Inspection ID_2018.0,Inspection ID_2020.0,Inspection ID_2022.0,Inspection ID_2021.0,Inspection ID_2019.0,Inspection ID_2017.0,Inspection ID_2013.0,Full Street Name from GIS_2018.0,Full Street Name from GIS_2020.0,Full Street Name from GIS_2022.0,Full Street Name from GIS_2021.0,Full Street Name from GIS_2019.0,Full Street Name from GIS_2017.0,Full Street Name from GIS_2013.0,Street End Type_2018.0,Street End Type_2020.0,Street End Type_2022.0,Street End Type_2021.0,Street End Type_2019.0,Street End Type_2017.0,Street End Type_2013.0,Main. Agency_2018.0,Main. Agency_2020.0,Main. Agency_2022.0,Main. Agency_2021.0,Main. Agency_2019.0,Main. Agency_2017.0,Main. Agency_2013.0,Pavement Type_2018.0,Pavement Type_2020.0,Pavement Type_2022.0,Pavement Type_2021.0,Pavement Type_2019.0,Pavement Type_2017.0,Pavement Type_2013.0,Year_2018.0,Year_2020.0,Year_2022.0,Year_2021.0,Year_2019.0,Year_2017.0,Year_2013.0,Number of Maintenance Events,Days Since Last Maintenance,Average Time Between Maintenances
MORDRED CT,2035056,11401,MORDRED LN,2016-10-12,SLURRY,,,,,1.0,1.0,,,,MORDRED CT,,MORDRED CT,MORDRED CT,,,,11401,,11401,11401,,,,MORDRED LN,,MORDRED LN,MORDRED LN,,,,Residential,,Residential,Residential,,,,C,,C,C,,,,2022 Data,,,,,,,,,MORDRED CT,MORDRED CT,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2858,
MORDRED LN,2027227,POMPEY CT,PEBBLE GARDEN LN,"2016-10-12, 2016-10-12, 2016-10-12, 2016-10-12, 2016-10-12, 2016-10-12","SLURRY, SLURRY, SLURRY, SLURRY, SLURRY, SLURRY",,,,,1.0,1.0,,,,MORDRED LN,,MORDRED LN,MORDRED LN,,,,POMPEY CT,,POMPEY CT,POMPEY CT,,,,PEBBLE GARDEN LN,,PEBBLE GARDEN LN,PEBBLE GARDEN LN,,,,Residential,,Residential,Residential,,,,A,,B,B,,,,2022 Data,,,,,,,,,MORDRED LN,MORDRED LN,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,6,2858,0.0
MORELOS ST,2019167,WEBBERVILLE RD,NORTHWESTERN AVE,2018-07-29,SLCT6,1.0,,,,,,,MORELOS ST,,,MORELOS ST,,,,WEBBERVILLE RD,,,WEBBERVILLE RD,,,,NORTHWESTERN AVE,,,NORTHWESTERN AVE,,,,Residential,,,Residential,,,,B,,,B,,,,,,,2021 Data,,,,MORELOS ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2203,
MORENO ST,5076949,VAUGHAN ST,TILLEY ST,"2018-04-17, 2018-04-17, 2019-11-04, 2019-11-04","CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,MORENO ST,,,MORENO ST,,,,VAUGHAN ST,,,VAUGHAN ST,,,,TILLEY ST,,,TILLEY ST,,,,Residential,,,Residential,,,,B,,,B,,,,,,,2021 Data,,,,MORENO ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,4,1740,188.66666666666666
MORNING DEW DR,2024090,WESTCREEK DR,SUN VISTA DR,"2018-05-15, 2018-05-15, 2018-05-15","SLCT6, SLCT6, SLCT6",,,,,0.0,0.0,,,,MORNING DEW DR,,MORNING DEW DR,MORNING DEW DR,,,,WESTCREEK DR,,WESTCREEK DR,WESTCREEK DR,,,,SUN VISTA DR,,SUN VISTA DR,SUN VISTA DR,,,,Residential,,Residential,Residential,,,,B,,D,D,,,,2022 Data,,,,,,,,,MORNING DEW DR,MORNING DEW DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,3,2278,0.0
MORNING PRIMROSE CT,3266655,DESERT WILLOW LOOP,CUL DE SAC,2018-05-25,SLCT6,,,,,1.0,0.0,,,,MORNING PRIMROSE CT,,MORNING PRIMROSE CT,MORNING PRIMROSE CT,,,,DESERT WILLOW LOOP,,DESERT WILLOW LOOP,DESERT WILLOW LOOP,,,,CUL DE SAC,,CUL DE SAC,CUL DE SAC,,,,Residential,,Residential,Residential,,,,D,,C,D,,,,2022 Data,,,,,,,,,MORNING PRIMROSE CT,MORNING PRIMROSE CT,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2268,
MORNING QUAIL DR,2009737,RUFFED GROUSE DR,PRAIRIE HEN LN,"2018-02-26, 2018-02-26, 2018-02-26","CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,MORNING QUAIL DR,MORNING QUAIL DR,,,,,,RUFFED GROUSE DR,RUFFED GROUSE DR,,,,,,PRAIRIE HEN LN,PRAIRIE HEN LN,,,,,,Residential,Residential,,,,,,B,B,,,,,,,2020 Data,,,,,,MORNING QUAIL DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2356,0.0
MORRIS RD,2006822,WATER OAK LN,13408,"2018-10-11, 2018-10-11, 2018-10-11, 2018-10-11, 2018-10-11, 2018-10-11, 2018-10-11","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,MORRIS RD,MORRIS RD,,,,,,WATER OAK LN,WATER OAK LN,,,,,,13408,13408,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,MORRIS RD,,,,,,,Dead End,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,7,2129,0.0
MORROW ST,2011258,MULLEN DR,HARDY DR,"2018-12-05, 2018-12-05","CRCKSL, CRCKSL",0.0,,,,,,,MORROW ST,MORROW ST,,,,,,MULLEN DR,MULLEN DR,,,,,,HARDY DR,HARDY DR,,,,,,Collector,Collector,,,,,,D,D,,,,,,,2020 Data,,,,,,MORROW ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2074,0.0
MOSLEY LN,2039185,TATTERSHALL LN,BRIGADOON LN,"2017-05-04, 2017-05-04, 2017-05-04, 2017-05-04, 2017-05-04, 2017-05-04","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",1.0,,,,,,,MOSLEY LN,MOSLEY LN,,,,,,TATTERSHALL LN,TATTERSHALL LN,,,,,,BRIGADOON LN,BRIGADOON LN,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,MOSLEY LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,6,2654,0.0
MOSQUERO CIR,2025762,ESCABOSA DR,ESCABOSA DR,2018-06-13,SLCT6,,,,,1.0,1.0,,,,MOSQUERO CIR,,MOSQUERO CIR,MOSQUERO CIR,,,,ESCABOSA DR,,ESCABOSA DR,ESCABOSA DR,,,,ESCABOSA DR,,ESCABOSA DR,ESCABOSA DR,,,,Residential,,Residential,Residential,,,,B,,B,B,,,,2022 Data,,,,,,,,,MOSQUERO CIR,MOSQUERO CIR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2249,
MOSS ST,2017520,ROUNTREE DR,AIRPORT BLVD,2017-07-24,PMOL,1.0,,,,,,,MOSS ST,,,MOSS ST,,,,ROUNTREE DR,,,ROUNTREE DR,,,,AIRPORT BLVD,,,AIRPORT BLVD,,,,Residential,,,Residential,,,,C,,,C,,,,,,,2021 Data,,,,MOSS ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2573,
MOTHERAL,2010291,PROVINES DR,FERGUSON DR,"2017-10-30, 2017-10-30","PMOL, PMOL",1.0,,,,,,,MOTHERAL,MOTHERAL,,,,,,PROVINES DR,PROVINES DR,,,,,,FERGUSON DR,FERGUSON DR,,,,,,Residential,Residential,,,,,,B,C,,,,,,,2020 Data,,,,,,MOTHERAL DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2475,0.0
MOTHERAL DR,2031641,11100,BRAKER LN W,2018-12-17,CRCKSL,1.0,,,,,,,MOTHERAL DR,MOTHERAL DR,,,,,,11100,11100,,,,,,BRAKER LN W,BRAKER LN W,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,MOTHERAL DR,,,,,,,Dead End,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2062,
MOUNT VERNON DR,2041669,NALIDE ST,GREEN FOREST DR,"2017-06-15, 2017-06-15, 2017-06-15","SLCT5, SLCT5, SLCT5",,,,,1.0,1.0,,,,MOUNT VERNON DR,,MOUNT VERNON DR,MOUNT VERNON DR,,,,NALIDE ST,,NALIDE ST,NALIDE ST,,,,GREEN FOREST DR,,GREEN FOREST DR,GREEN FOREST DR,,,,Residential,,Residential,Residential,,,,C,,C,C,,,,2022 Data,,,,,,,,,MOUNT VERNON DR,MOUNT VERNON DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,3,2612,0.0
MOUNTAIN LAUREL DR,2020089,EXPOSITION BLVD,MOUNTAIN LAUREL LN,"2016-12-02, 2016-12-02","PMOL, PMOL",0.0,,,,,,,MOUNTAIN LAUREL DR,,,MOUNTAIN LAUREL DR,,,,EXPOSITION BLVD,,,EXPOSITION BLVD,,,,MOUNTAIN LAUREL LN,,,MOUNTAIN LAUREL LN,,,,Residential,,,Residential,,,,D,,,D,,,,,,,2021 Data,,,,MOUNTAIN LAUREL DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2807,0.0
MOUNTAIN VIEW DR,2041338,KASSARINE PASS,BARTON HILLS DR,"2018-12-05, 2018-12-05, 2018-12-05","PMOL, PMOL, PMOL",,,,,1.0,1.0,,,,,MOUNTAIN VIEW DR,MOUNTAIN VIEW DR,MOUNTAIN VIEW DR,,,,,KASSARINE PASS,KASSARINE PASS,KASSARINE PASS,,,,,BARTON HILLS DR,BARTON HILLS DR,BARTON HILLS DR,,,,,Residential,Residential,Residential,,,,,B,C,C,,,,,2021 Data,,,,,,,,MOUNTAIN VIEW DR,MOUNTAIN VIEW DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,3,2074,0.0
MOUNTAIN VILLA DR,2013201,TWIN LEDGE DR,LEDGE MOUNTAIN DR,"2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21, 2018-05-21","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",0.0,,,,,,,MOUNTAIN VILLA DR,MOUNTAIN VILLA DR,,,,,,TWIN LEDGE DR,TWIN LEDGE DR,,,,,,LEDGE MOUNTAIN DR,LEDGE MOUNTAIN DR,,,,,,Collector,Collector,,,,,,D,F,,,,,,,2020 Data,,,,,,MOUNTAIN VILLA DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,12,2272,0.0
MOUNTAINEER LN,5068048,SUGAR MAGNOLIA ST,EASY WIND DR,"2018-12-06, 2018-12-06, 2018-12-06, 2018-12-06","CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,MOUNTAINEER LN,MOUNTAINEER LN,,,,,,SUGAR MAGNOLIA ST,SUGAR MAGNOLIA ST,,,,,,EASY WIND DR,EASY WIND DR,,,,,,Residential,Residential,,,,,,C,A,,,,,,,2020 Data,,,,,,MOUNTAINEER LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,4,2073,0.0
MOUNTAINWOOD CIR,2031657,HYRIDGE DR,8722,2016-10-07,SLURRY,1.0,,,,,,,MOUNTAINWOOD CIR,MOUNTAINWOOD CIR,,,,,,HYRIDGE DR,HYRIDGE DR,,,,,,8722,8722,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,MOUNTAINWOOD CIR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2863,
MUCK DR,2046337,RANDLEMAN DR,13504,2019-09-17,LUSLCT6,,,,,0.0,0.0,,,,MUCK DR,,MUCK DR,MUCK DR,,,,RANDLEMAN DR,,RANDLEMAN DR,RANDLEMAN DR,,,,13504,,13504,13504,,,,Residential,,Residential,Residential,,,,F,,D,D,,,,2022 Data,,,,,,,,,MUCK DR,MUCK DR,,,,,,Dead End,Dead End,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,1788,
MUELLER BLVD,2046254,GARCIA ST,BARBARA JORDAN BLVD,"2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09, 2019-11-09","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",,,,,,,,,,MUELLER BLVD,,,,,,,GARCIA ST,,,,,,,BARBARA JORDAN BLVD,,,,,,,Arterial,,,,,,,D,,,,,,,2022 Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1735,0.0
MUFFIN DR,2016161,JAIRED DR,RITCHIE DR,2017-08-23,SLCT6,1.0,,,,,,,MUFFIN DR,,,MUFFIN DR,,,,JAIRED DR,,,JAIRED DR,,,,RITCHIE DR,,,RITCHIE DR,,,,Residential,,,Residential,,,,C,,,D,,,,,,,2021 Data,,,,MUFFIN DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2543,
MULE TRAIN DR,5376145,PACK WAGON TRL,NIGHT CAMP DR,"2019-10-28, 2019-10-28, 2019-10-28","CRCKSL, CRCKSL, CRCKSL",1.0,,,,1.0,,,MULE TRAIN DR,,MULE TRAIN DR,,MULE TRAIN DR,,,PACK WAGON TRL,,PACK WAGON TRL,,PACK WAGON TRL,,,NIGHT CAMP DR,,NIGHT CAMP DR,,NIGHT CAMP DR,,,Residential,,Residential,,Residential,,,B,,C,,B,,,,,2022 Data,,,,,MULE TRAIN DR,,,,MULE TRAIN DR,,,,,,,,,,Austin,,,,Austin,,,Flexible,,,,Flexible,,,1/1/2018 0:00,,,,1/1/2019 0:00,,,3,1747,0.0
MUNDOMAR DR,5114983,BERNIA DR,TRISSINO DR,"2018-03-26, 2019-11-01","CRCKSL, CRCKSL",,,,,1.0,1.0,,,,MUNDOMAR DR,,MUNDOMAR DR,MUNDOMAR DR,,,,BERNIA DR,,BERNIA DR,BERNIA DR,,,,TRISSINO DR,,TRISSINO DR,TRISSINO DR,,,,Residential,,Residential,Residential,,,,B,,B,B,,,,2022 Data,,,,,,,,,MUNDOMAR DR,MUNDOMAR DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,1743,585.0
MURRAY LN,2040958,ENFIELD RD,WEST LYNN ST,2019-11-04,CRCKSL,1.0,,,,,,,MURRAY LN,,,MURRAY LN,,,,ENFIELD RD,,,ENFIELD RD,,,,WEST LYNN ST,,,WEST LYNN ST,,,,Residential,,,Residential,,,,B,,,C,,,,,,,2021 Data,,,,MURRAY LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,1740,
MURRON DR,3318099,MAGNUS ST,ADAIR LN,2018-03-19,CRCKSL,1.0,,,,,,,MURRON DR,MURRON DR,,,,,,MAGNUS ST,MAGNUS ST,,,,,,ADAIR LN,ADAIR LN,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,MURRON DR,,,,,,,Dead End,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2335,
MUSKET VALLEY TRL,5060977,SATCHEL DR,E BRAKER LN,"2018-03-19, 2018-03-19, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01, 2019-11-01","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,MUSKET VALLEY TRL,MUSKET VALLEY TRL,,,,,,SATCHEL DR,SATCHEL DR,,,,,,E BRAKER LN,E BRAKER LN,,,,,,Residential,Residential,,,,,,C,D,,,,,,,2020 Data,,,,,,MUSKET VALLEY TRL,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,13,1743,49.333333333333336
MUSTANG CHASE,2005778,MAVERICK DR,DEER TRACK,"2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14, 2018-06-14","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",1.0,,,,,,,MUSTANG CHASE,MUSTANG CHASE,,,,,,MAVERICK DR,MAVERICK DR,,,,,,DEER TRACK,DEER TRACK,,,,,,Collector,Collector,,,,,,C,B,,,,,,,2020 Data,,,,,,MUSTANG CHASE,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,10,2248,0.0
MYRA CT,2034357,YELLOW ROSE TRL,6211,2018-05-22,SLCT6,,,,,1.0,1.0,,,,MYRA CT,,MYRA CT,MYRA CT,,,,YELLOW ROSE TRL,,YELLOW ROSE TRL,YELLOW ROSE TRL,,,,6211,,6211,6211,,,,Residential,,Residential,Residential,,,,F,,C,C,,,,2022 Data,,,,,,,,,MYRA CT,MYRA CT,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2271,
N IH 35 NB TO AIRPORT SB RAMP,2016560,0,0,2018-03-16,STROL,1.0,,,,,,,N IH 35 NB TO AIRPORT SB RAMP,,,N IH 35 NB TO AIRPORT SB RAMP,,,,0,,,0,,,,0,,,0,,,,Arterial,,,Arterial,,,,C,,,C,,,,,,,2021 Data,,,,N IH 35 NB TO AIRPORT SB RAMP,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2338,
NANDAS TRL,2034816,COVERED BRIDGE DR,MOCAASIN PATH,2019-11-01,CRCKSL,,,,,1.0,1.0,,,,NANDAS TRL,,NANDAS TRL,NANDAS TRL,,,,COVERED BRIDGE DR,,COVERED BRIDGE DR,COVERED BRIDGE DR,,,,MOCAASIN PATH,,MOCAASIN PATH,MOCAASIN PATH,,,,Residential,,Residential,Residential,,,,B,,C,C,,,,2022 Data,,,,,,,,,NANDAS TRL,NANDAS TRL,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,1743,
NARROW GLEN PKWY,2044865,BRANDTS WOOD ST,ROWLANDS SAYLE RD,"2019-09-04, 2019-09-04, 2019-09-04, 2019-09-04, 2019-09-04, 2019-09-04, 2019-09-04","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",,,,,1.0,1.0,,,,NARROW GLEN PKWY,,NARROW GLEN PKWY,NARROW GLEN PKWY,,,,BRANDTS WOOD ST,,BRANDTS WOOD ST,BRANDTS WOOD ST,,,,ROWLANDS SAYLE RD,,ROWLANDS SAYLE RD,ROWLANDS SAYLE RD,,,,Collector,,Collector,Collector,,,,C,,C,C,,,,2022 Data,,,,,,,,,NARROW GLEN PKWY,NARROW GLEN PKWY,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,7,1801,0.0
NASHUA CT,2032419,NEEDLES DR,6111,2016-10-07,SLURRY,,,,,0.0,0.0,,,,,NASHUA CT,NASHUA CT,NASHUA CT,,,,,NEEDLES DR,NEEDLES DR,NEEDLES DR,,,,,6111,6111,6111,,,,,Residential,Residential,Residential,,,,,F,D,F,,,,,2021 Data,,,,,,,,NASHUA CT,NASHUA CT,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2863,
NATALI ST,2042135,SWANSON LN,615,2016-10-04,SLURRY,,,,,1.0,1.0,,,,NATALI ST,,NATALI ST,NATALI ST,,,,SWANSON LN,,SWANSON LN,SWANSON LN,,,,615,,615,615,,,,Residential,,Residential,Residential,,,,D,,B,B,,,,2022 Data,,,,,,,,,NATALI ST,NATALI ST,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2866,
NATIVE DANCER CV,2032416,3500,CARRY BACK LN,2016-10-07,SLURRY,,,,,1.0,1.0,,,,,NATIVE DANCER CV,NATIVE DANCER CV,NATIVE DANCER CV,,,,,3500,3500,3500,,,,,CARRY BACK LN,CARRY BACK LN,CARRY BACK LN,,,,,Residential,Residential,Residential,,,,,C,C,C,,,,,2021 Data,,,,,,,,NATIVE DANCER CV,NATIVE DANCER CV,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2863,
NATURES BND,3502319,YAGER LN E,WATERFALL WAY,"2018-03-16, 2018-03-16, 2018-03-16, 2018-03-16","CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,NATURES BND,NATURES BND,,,,,,YAGER LN E,YAGER LN E,,,,,,WATERFALL WAY,WATERFALL WAY,,,,,,Collector,Collector,,,,,,C,B,,,,,,,2020 Data,,,,,,NATURES BND,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,4,2338,0.0
NAVAJO PATH,2034323,4501,PACK SADDLE PASS,2017-09-08,FSMOL,,,,,1.0,1.0,,,,NAVAJO PATH,,NAVAJO PATH,NAVAJO PATH,,,,4501,,4501,4501,,,,PACK SADDLE PASS,,PACK SADDLE PASS,PACK SADDLE PASS,,,,Residential,,Residential,Residential,,,,D,,C,C,,,,2022 Data,,,,,,,,,NAVAJO PATH,NAVAJO PATH,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2527,
NAVASOTA ST,2043965,4TH ST E,5TH ST E,"2017-07-22, 2017-07-22, 2017-07-22, 2017-07-22, 2017-07-22, 2017-07-22, 2017-07-22, 2017-07-22, 2018-07-24, 2018-07-24, 2018-07-24, 2018-07-24, 2018-07-24, 2018-07-24, 2018-07-24, 2018-07-24, 2018-10-05, 2018-10-05, 2018-10-05","SLCT5, SLCT5, SLCT5, SLCT5, SLCT5, SLCT5, SLCT5, SLCT5, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,NAVASOTA ST,,,NAVASOTA ST,,,,4TH ST E,,,4TH ST E,,,,5TH ST E,,,5TH ST E,,,,Collector,,,Collector,,,,B,,,D,,,,,,,2021 Data,,,,NAVASOTA ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,19,2135,24.444444444444443
NEAL ST,2018645,KUHLMAN AVE,HARGRAVE ST,"2017-07-20, 2017-07-20, 2017-07-20","SLCT5, SLCT5, SLCT5",0.0,,,,,,,NEAL ST,,,NEAL ST,,,,KUHLMAN AVE,,,KUHLMAN AVE,,,,HARGRAVE ST,,,HARGRAVE ST,,,,Collector,,,Collector,,,,F,,,D,,,,,,,2021 Data,,,,NEAL ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2577,0.0
NEANS DR,2039666,PARKFIELD DR,CRIPPLE CREEK DR,"2017-02-17, 2017-02-17, 2017-02-17, 2017-02-17, 2017-02-17","PMOL, PMOL, PMOL, PMOL, PMOL",1.0,,,,,,,NEANS DR,NEANS DR,,,,,,PARKFIELD DR,PARKFIELD DR,,,,,,CRIPPLE CREEK DR,CRIPPLE CREEK DR,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,NEANS DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,5,2730,0.0
NEEDLES DR,2032420,3400,GUN BOW CT,2016-10-07,SLURRY,,,,,1.0,1.0,,,,,NEEDLES DR,NEEDLES DR,NEEDLES DR,,,,,3400,3400,3400,,,,,GUN BOW CT,GUN BOW CT,GUN BOW CT,,,,,Residential,Residential,Residential,,,,,C,C,C,,,,,2021 Data,,,,,,,,NEEDLES DR,NEEDLES DR,,,,,,Circle,Circle,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2863,
NELRAY BLVD,2047012,GUADALUPE ST,LAMAR BLVD N,"2017-08-18, 2017-08-18","PMOL, PMOL",1.0,,,,,,,NELRAY BLVD,,,NELRAY BLVD,,,,GUADALUPE ST,,,GUADALUPE ST,,,,LAMAR BLVD N,,,LAMAR BLVD N,,,,Residential,,,Residential,,,,C,,,C,,,,,,,2021 Data,,,,NELRAY BLVD,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2548,0.0
NELSON OAKS DR,3306670,TRACE CREEK PASS,HILDENE WAY,"2018-08-29, 2018-08-29, 2018-08-29, 2018-08-29","SLCT6, SLCT6, SLCT6, SLCT6",1.0,,,,,,,NELSON OAKS DR,,,NELSON OAKS DR,,,,TRACE CREEK PASS,,,TRACE CREEK PASS,,,,HILDENE WAY,,,HILDENE WAY,,,,Residential,,,Residential,,,,B,,,C,,,,,,,2021 Data,,,,NELSON OAKS DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,4,2172,0.0
